Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Lux,Status
Lidah Buaya,82.67,17.33,95.0,42875.29,COLD
Bayam,45.21,30.8,67.35,40874.05,SQUINT
Kacang Hijau,94.27,39.78,14.05,32482.33,HOT
Sirih Gading,59.09,19.8,32.09,49460.83,SQUINT
Bayam,71.49,22.4,63.21,36405.22,SQUINT
Lidah Buaya,93.54,16.72,57.76,43129.46,COLD
Bayam,55.22,32.39,39.61,27883.06,NORMAL
Kacang Hijau,24.6,17.54,41.88,8034.07,COLD
Kacang Hijau,73.2,24.36,87.5,29932.92,SQUINT
Lidah Buaya,4.85,25.39,40.41,37214.05,THIRSTY
Sirih Gading,50.9,38.17,67.59,22641.24,HOT
Bayam,55.18,18.03,95.0,39817.29,SQUINT
Bayam,62.76,34.04,44.64,46762.52,SQUINT
Bayam,39.75,33.22,60.01,10521.02,THIRSTY
Bayam,70.56,26.95,32.72,9540.47,NORMAL
Bayam,70.16,35.26,34.55,21730.12,HOT
Lidah Buaya,49.18,27.08,57.05,36663.91,NORMAL
Bayam,94.19,32.6,26.8,26504.42,NORMAL
Lidah Buaya,46.96,15.83,52.54,3830.18,COLD
Lidah Buaya,4.75,25.75,29.25,32060.75,THIRSTY
Sirih Gading,98.08,36.13,54.2,7784.63,HOT
Kacang Hijau,3.93,27.59,64.45,39970.52,THIRSTY
Bayam,61.49,28.76,33.35,48859.39,SQUINT
Sirih Gading,7.83,39.72,64.35,46670.67,HOT
Kacang Hijau,3.93,29.33,36.28,13599.93,THIRSTY
Lidah Buaya,25.13,16.97,33.75,4579.6,COLD
Sirih Gading,72.28,21.72,26.39,1624.33,NORMAL
Bayam,59.41,37.66,36.46,35407.37,HOT
Lidah Buaya,83.46,24.3,53.33,32973.98,SICK
Kacang Hijau,71.33,15.92,51.29,44760.34,COLD
Bayam,32.6,29.82,21.22,28149.08,THIRSTY
Sirih Gading,98.33,26.12,58.68,12080.06,SICK
Sirih Gading,76.98,36.77,26.3,28067.79,HOT
Sirih Gading,42.75,29.84,21.64,8043.01,NORMAL
Kacang Hijau,95.02,37.93,10.18,22300.29,HOT
Lidah Buaya,4.51,38.03,39.65,20393.15,HOT
Sirih Gading,19.71,39.62,64.27,43768.16,HOT
Lidah Buaya,4.07,38.54,13.66,24410.5,HOT
Kacang Hijau,64.15,32.43,22.4,12991.41,NORMAL
Bayam,79.37,30.25,22.9,39260.14,SQUINT
Kacang Hijau,45.57,38.76,61.68,31006.63,HOT
Kacang Hijau,79.74,21.68,86.49,32922.59,SQUINT
Bayam,36.54,39.7,44.07,23521.61,HOT
Sirih Gading,1.8,28.49,20.19,5116.61,THIRSTY
Bayam,41.08,39.67,60.08,18579.29,HOT
Kacang Hijau,95.81,27.56,67.36,11022.3,SICK
Bayam,70.68,15.46,72.5,39520.37,COLD
Bayam,30.58,38.3,35.94,22979.35,HOT
Bayam,25.64,39.71,30.82,44561.47,HOT
Lidah Buaya,38.96,25.75,25.68,755.37,GLOOMY
Kacang Hijau,70.37,35.97,10.0,48512.86,HOT
Bayam,71.27,29.62,59.63,44099.38,SQUINT
Lidah Buaya,13.13,35.58,53.74,33369.93,HOT
Sirih Gading,42.42,19.39,70.21,22334.44,SQUINT
Kacang Hijau,37.43,17.12,95.0,18532.11,COLD
Kacang Hijau,63.02,34.68,37.28,12419.18,NORMAL
Lidah Buaya,14.78,16.48,95.0,37278.4,COLD
Kacang Hijau,38.32,29.99,75.69,10816.64,NORMAL
Kacang Hijau,48.96,29.19,54.26,32237.26,SQUINT
Bayam,88.67,28.61,81.55,8473.34,NORMAL
Bayam,33.96,17.85,36.6,15542.31,COLD
Bayam,16.84,16.56,35.12,36392.79,COLD
Kacang Hijau,70.66,21.27,72.91,30500.37,SQUINT
Sirih Gading,31.06,30.82,79.6,23048.48,SQUINT
Lidah Buaya,36.28,27.36,57.65,30655.38,NORMAL
Lidah Buaya,85.6,33.99,46.02,44727.9,SICK
Kacang Hijau,7.56,30.09,17.75,47571.16,THIRSTY
Sirih Gading,28.62,17.64,77.57,9945.84,COLD
Bayam,15.89,19.29,48.07,9783.31,THIRSTY
Bayam,76.8,34.45,23.0,632.13,GLOOMY
Bayam,3.99,16.83,60.61,41760.86,COLD
Kacang Hijau,66.18,30.32,77.71,3840.15,NORMAL
Bayam,61.65,18.43,89.3,9325.55,NORMAL
Lidah Buaya,10.47,38.15,40.29,9651.81,HOT
Lidah Buaya,99.34,39.68,53.42,48414.92,HOT
Lidah Buaya,93.46,26.7,32.39,39830.02,SICK
Lidah Buaya,95.36,33.4,45.66,9156.77,SICK
Kacang Hijau,77.1,34.02,45.76,24689.78,NORMAL
Bayam,77.76,21.3,52.23,24637.44,NORMAL
Kacang Hijau,8.69,34.73,40.3,26855.33,THIRSTY
Bayam,88.13,32.07,54.01,29300.82,NORMAL
Lidah Buaya,74.69,18.24,89.15,10076.35,NORMAL
Sirih Gading,45.5,39.47,33.42,37673.78,HOT
Sirih Gading,49.3,18.17,42.75,4096.92,NORMAL
Lidah Buaya,73.57,25.43,87.42,775.0,GLOOMY
Bayam,36.65,32.32,69.75,2160.68,THIRSTY
Lidah Buaya,63.17,32.75,12.31,38232.48,NORMAL
Sirih Gading,92.85,21.0,31.84,28986.86,SICK
Bayam,24.99,17.01,42.94,24425.92,COLD
Sirih Gading,37.0,25.57,55.34,37038.99,SQUINT
Lidah Buaya,42.92,23.5,54.98,32223.9,NORMAL
Sirih Gading,10.79,19.13,95.0,46597.21,THIRSTY
Lidah Buaya,94.78,16.0,61.32,12482.5,COLD
Bayam,7.17,29.03,37.6,47175.18,THIRSTY
Kacang Hijau,65.27,35.0,17.5,11909.14,NORMAL
Sirih Gading,12.9,36.97,24.09,23423.06,HOT
Bayam,5.01,22.04,83.3,19830.44,THIRSTY
Bayam,4.66,17.74,49.83,21617.39,COLD
Bayam,80.58,22.29,32.69,462.12,GLOOMY
Lidah Buaya,98.68,23.87,24.92,13184.91,SICK
Bayam,95.33,29.55,73.85,33767.73,SICK
Kacang Hijau,99.28,27.34,65.65,6574.46,SICK
Bayam,61.23,21.83,45.94,21916.64,NORMAL
Lidah Buaya,51.35,29.23,16.16,30476.02,NORMAL
Bayam,21.15,23.47,42.84,13287.32,THIRSTY
Lidah Buaya,26.06,23.89,52.04,8631.36,NORMAL
Sirih Gading,29.51,29.07,35.83,36670.09,SQUINT
Lidah Buaya,52.19,23.3,26.9,40872.38,NORMAL
Bayam,0.92,29.99,35.76,10011.05,THIRSTY
Kacang Hijau,36.91,28.61,82.89,17859.62,NORMAL
Sirih Gading,48.98,30.58,53.8,26432.83,SQUINT
Lidah Buaya,87.97,32.25,36.63,48990.16,SICK
Lidah Buaya,24.58,31.87,62.44,33693.27,NORMAL
Kacang Hijau,72.96,22.77,46.1,31877.87,SQUINT
Sirih Gading,29.61,23.51,55.6,25746.47,SQUINT
Lidah Buaya,22.41,21.54,34.0,5307.23,NORMAL
Bayam,20.36,18.29,56.87,32199.9,THIRSTY
Lidah Buaya,94.84,18.46,89.32,18062.48,SICK
Lidah Buaya,66.24,35.77,45.07,32441.29,HOT
Kacang Hijau,23.15,39.37,10.0,43420.48,HOT
Bayam,90.94,21.53,44.72,32462.14,NORMAL
Lidah Buaya,34.21,36.91,21.19,46536.97,HOT
Kacang Hijau,20.51,20.25,89.99,9534.39,THIRSTY
Kacang Hijau,33.36,36.08,37.33,39577.91,HOT
Lidah Buaya,84.53,31.21,30.98,24664.68,SICK
Kacang Hijau,77.31,15.44,54.87,25898.03,COLD
Kacang Hijau,83.6,15.63,95.0,34798.71,COLD
Sirih Gading,63.74,33.87,52.1,27671.39,SQUINT
Sirih Gading,47.16,22.45,78.43,11374.08,NORMAL
Bayam,46.25,28.23,76.49,13972.12,NORMAL
Bayam,96.87,22.87,56.93,33607.43,SICK
Bayam,75.45,27.21,34.81,36081.48,SQUINT
Sirih Gading,62.08,24.48,44.6,44549.77,SQUINT
Lidah Buaya,74.58,15.52,60.18,8637.77,COLD
Bayam,10.08,15.17,51.55,13010.57,COLD
Kacang Hijau,63.09,18.68,30.03,22383.67,NORMAL
Sirih Gading,54.45,22.21,35.41,26615.51,SQUINT
Bayam,3.9,37.16,20.77,42389.51,HOT
Lidah Buaya,15.46,15.37,95.0,43073.74,COLD
Kacang Hijau,98.37,16.44,81.49,11959.01,COLD
Lidah Buaya,41.85,29.17,64.43,19074.56,NORMAL
Kacang Hijau,65.1,26.56,46.49,27271.59,SQUINT
Bayam,62.11,34.29,10.59,11766.28,NORMAL
Lidah Buaya,19.99,15.18,53.17,699.67,COLD
Bayam,35.05,21.25,54.82,42940.7,THIRSTY
Sirih Gading,77.0,26.08,61.63,5197.97,NORMAL
Bayam,38.72,32.81,52.72,45452.05,THIRSTY
Lidah Buaya,49.11,15.56,90.77,15341.91,COLD
Bayam,66.91,32.04,57.05,47116.72,SQUINT
Sirih Gading,16.1,38.34,24.12,28158.22,HOT
Lidah Buaya,51.45,17.46,67.99,23405.1,COLD
Bayam,54.14,19.01,76.35,923.3,GLOOMY
Kacang Hijau,5.02,27.75,50.97,1745.58,THIRSTY
Sirih Gading,57.81,15.3,55.6,18796.92,COLD
Sirih Gading,80.14,39.01,47.51,19881.75,HOT
Sirih Gading,43.83,26.25,41.41,13134.67,NORMAL
Lidah Buaya,15.76,33.7,20.17,11824.2,NORMAL
Bayam,12.16,19.6,86.92,10749.61,THIRSTY
Lidah Buaya,12.14,24.07,30.35,14076.75,NORMAL
Bayam,1.74,29.27,75.49,20259.11,THIRSTY
Kacang Hijau,26.56,17.29,92.99,6475.75,COLD
Lidah Buaya,71.97,27.02,81.69,5577.5,NORMAL
Bayam,9.11,28.69,57.13,23695.99,THIRSTY
Sirih Gading,90.89,34.8,46.11,47099.57,SICK
Bayam,85.13,35.16,66.96,21668.35,HOT
Kacang Hijau,36.46,31.93,52.01,10894.63,NORMAL
Bayam,76.95,21.29,74.2,12239.48,NORMAL
Lidah Buaya,29.35,30.86,52.58,7467.42,NORMAL
Bayam,87.72,26.29,58.64,43387.37,SQUINT
Kacang Hijau,63.63,32.22,70.3,38056.08,SQUINT
Bayam,58.18,17.28,62.13,26103.68,COLD
Kacang Hijau,53.09,27.32,44.82,29756.58,SQUINT
Lidah Buaya,56.87,27.35,35.82,22581.83,NORMAL
Kacang Hijau,10.34,37.96,46.05,20101.36,HOT
Lidah Buaya,72.23,29.33,72.19,6559.26,NORMAL
Bayam,30.79,23.38,22.52,13931.42,THIRSTY
Bayam,36.05,30.59,69.72,21521.1,THIRSTY
Sirih Gading,97.52,27.06,53.34,48288.52,SICK
Kacang Hijau,73.79,22.37,24.95,41707.23,SQUINT
Bayam,10.81,38.74,23.16,25325.06,HOT
Kacang Hijau,50.94,32.3,13.4,49834.84,SQUINT
Lidah Buaya,16.29,27.85,56.41,11032.3,NORMAL
Kacang Hijau,11.82,33.22,62.25,1.54,THIRSTY
Kacang Hijau,14.25,21.05,94.99,24944.41,THIRSTY
Bayam,33.7,18.1,65.3,14790.67,THIRSTY
Lidah Buaya,81.32,24.47,65.13,14854.43,SICK
Kacang Hijau,51.39,33.98,13.71,25444.53,SQUINT
Lidah Buaya,45.3,32.27,71.17,38582.04,NORMAL
Lidah Buaya,28.66,34.43,46.52,36705.77,NORMAL
Kacang Hijau,63.78,28.61,30.95,41003.38,SQUINT
Kacang Hijau,8.01,20.67,73.15,22091.69,THIRSTY
Bayam,3.69,20.82,89.65,10990.04,THIRSTY
Bayam,68.44,38.67,63.94,23394.63,HOT
Lidah Buaya,96.15,16.46,48.07,26718.22,COLD
Sirih Gading,79.64,35.4,34.64,29770.74,HOT
Kacang Hijau,35.49,29.58,54.63,2599.47,NORMAL
Lidah Buaya,11.43,32.71,54.66,14553.94,NORMAL
Bayam,70.91,21.56,40.74,4237.97,NORMAL
Lidah Buaya,92.35,39.75,17.4,49794.31,HOT
Bayam,3.95,30.6,43.82,723.53,THIRSTY
Kacang Hijau,77.22,16.86,95.0,9935.78,COLD
Kacang Hijau,66.35,15.17,49.61,20559.87,COLD
Bayam,4.23,39.97,38.09,29337.74,HOT
Sirih Gading,26.29,33.47,35.07,18774.93,SQUINT
Kacang Hijau,21.14,15.5,56.79,16374.87,COLD
Sirih Gading,58.17,29.39,22.24,38317.36,SQUINT
Kacang Hijau,89.02,32.83,22.2,14370.48,NORMAL
Kacang Hijau,21.57,26.81,78.9,33890.66,THIRSTY
Bayam,65.61,16.61,46.17,42746.28,COLD
Bayam,53.25,22.29,40.48,5712.42,NORMAL
Kacang Hijau,60.75,29.81,16.04,8526.21,NORMAL
Kacang Hijau,20.89,25.82,50.81,18435.36,THIRSTY
Sirih Gading,78.15,22.59,84.1,46540.38,SQUINT
Bayam,52.99,31.44,51.01,42172.02,SQUINT
Lidah Buaya,73.73,16.72,87.87,45099.4,COLD
Lidah Buaya,3.22,37.88,62.43,37585.3,HOT
Kacang Hijau,87.27,21.48,55.35,42096.68,SQUINT
Sirih Gading,97.65,19.9,93.71,18812.97,SICK
Kacang Hijau,30.1,26.1,19.89,25131.56,SQUINT
Bayam,22.78,33.61,39.78,9967.51,THIRSTY
Bayam,42.64,26.28,19.16,30309.68,NORMAL
Lidah Buaya,36.44,39.02,47.17,46930.02,HOT
Lidah Buaya,40.67,28.79,63.35,27385.79,NORMAL
Kacang Hijau,54.87,15.13,46.07,34594.76,COLD
Lidah Buaya,42.84,37.09,10.0,23236.1,HOT
Kacang Hijau,29.15,38.02,10.0,10377.05,HOT
Sirih Gading,45.99,31.73,72.08,30348.66,SQUINT
Sirih Gading,88.33,28.14,63.7,24785.85,SQUINT
Bayam,18.27,23.15,90.03,15562.26,THIRSTY
Lidah Buaya,47.18,17.1,94.17,37193.11,COLD
Kacang Hijau,12.1,26.41,43.72,20947.39,THIRSTY
Lidah Buaya,60.85,33.6,44.33,19674.03,NORMAL
Kacang Hijau,68.33,27.22,70.6,22295.14,NORMAL
Sirih Gading,96.66,23.7,84.64,22171.96,SICK
Kacang Hijau,6.74,22.52,73.29,29108.52,THIRSTY
Bayam,43.98,28.17,52.85,38594.61,SQUINT
Bayam,85.61,20.93,56.73,8371.15,NORMAL
Bayam,94.32,26.24,37.63,44203.51,SQUINT
Kacang Hijau,21.82,31.82,25.21,43703.59,THIRSTY
Sirih Gading,45.04,15.84,90.85,16256.65,COLD
Kacang Hijau,87.29,19.63,65.99,36611.24,SQUINT
Kacang Hijau,12.71,35.57,29.37,26112.16,HOT
Kacang Hijau,71.41,32.73,69.38,40086.4,SQUINT
Bayam,14.28,20.35,95.0,5056.26,THIRSTY
Bayam,86.12,33.87,12.92,40655.25,SQUINT
Lidah Buaya,51.75,24.32,38.01,42168.06,NORMAL
Kacang Hijau,18.53,18.53,69.67,13932.15,THIRSTY
Bayam,52.4,22.22,52.8,6743.74,NORMAL
Kacang Hijau,86.64,35.82,60.07,2980.87,HOT
Bayam,67.2,38.78,37.02,4973.08,HOT
Lidah Buaya,27.95,25.9,56.22,8153.29,NORMAL
Lidah Buaya,71.63,23.41,76.49,30546.38,NORMAL
Kacang Hijau,3.44,18.05,65.09,45466.02,THIRSTY
Kacang Hijau,21.57,32.24,56.5,32944.27,THIRSTY
Kacang Hijau,87.18,21.18,36.9,10960.7,NORMAL
Sirih Gading,16.07,17.65,65.51,48913.27,COLD
Lidah Buaya,29.24,38.56,11.3,7602.99,HOT
Lidah Buaya,64.69,33.66,71.94,48514.69,SQUINT
Kacang Hijau,91.51,25.78,45.36,12558.46,SICK
Bayam,29.13,39.66,10.0,18620.03,HOT
Lidah Buaya,62.18,16.58,88.31,15747.02,COLD
Sirih Gading,34.82,39.92,27.4,35510.49,HOT
Sirih Gading,49.58,29.16,46.78,36611.9,SQUINT
Kacang Hijau,97.14,19.49,44.89,9048.85,SICK
Sirih Gading,69.97,20.13,78.9,12313.54,NORMAL
Kacang Hijau,70.84,36.26,63.81,41850.67,HOT
Kacang Hijau,76.54,22.35,38.69,12651.32,NORMAL
Sirih Gading,13.04,16.1,95.0,39803.43,COLD
Sirih Gading,36.6,28.34,56.74,40355.35,SQUINT
Kacang Hijau,59.11,27.44,30.67,9306.79,NORMAL
Lidah Buaya,18.69,32.67,74.12,31847.18,NORMAL
Lidah Buaya,90.96,24.8,70.97,1251.82,SICK
Bayam,32.97,19.1,32.66,23082.96,THIRSTY
Bayam,66.0,27.78,60.37,14447.89,NORMAL
Sirih Gading,4.75,22.64,75.67,10964.76,THIRSTY
Kacang Hijau,80.51,38.79,58.01,41149.19,HOT
Lidah Buaya,14.69,22.99,55.44,17853.31,NORMAL
Kacang Hijau,30.33,18.56,38.16,5052.29,NORMAL
Bayam,93.35,21.83,65.17,1749.09,NORMAL
Lidah Buaya,12.91,22.41,37.71,11662.88,NORMAL
Bayam,63.44,28.43,45.94,41383.97,SQUINT
Lidah Buaya,71.45,32.99,27.64,27754.26,NORMAL
Sirih Gading,50.37,30.58,16.84,9131.26,NORMAL
Bayam,76.66,21.81,86.03,18108.94,NORMAL
Sirih Gading,94.41,26.29,78.03,16797.31,SICK
Sirih Gading,11.28,37.03,24.93,43501.25,HOT
Bayam,78.15,17.18,51.8,7579.4,COLD
Lidah Buaya,14.55,29.17,32.76,30306.22,NORMAL
Lidah Buaya,20.57,37.69,10.0,23845.27,HOT
Bayam,35.62,21.44,52.05,18616.89,THIRSTY
Bayam,5.27,26.73,78.58,44457.25,THIRSTY
Lidah Buaya,53.71,32.09,10.61,31460.95,NORMAL
Lidah Buaya,15.98,27.28,22.98,19151.92,NORMAL
Lidah Buaya,71.98,26.73,82.7,3870.58,NORMAL
Lidah Buaya,51.93,25.68,81.93,25293.36,NORMAL
Lidah Buaya,73.99,30.2,65.84,33091.08,NORMAL
Lidah Buaya,24.77,28.08,40.75,20433.8,NORMAL
Bayam,67.47,29.01,41.84,2781.93,NORMAL
Kacang Hijau,6.84,23.54,67.58,44869.87,THIRSTY
Sirih Gading,79.13,38.41,57.67,10045.57,HOT
Kacang Hijau,39.62,39.87,10.0,37911.92,HOT
Sirih Gading,23.9,32.12,24.17,14064.23,NORMAL
Lidah Buaya,26.93,24.26,77.73,44102.72,NORMAL
Kacang Hijau,56.23,26.63,21.76,47881.26,SQUINT
Lidah Buaya,6.57,22.15,32.18,37780.39,NORMAL
Lidah Buaya,74.51,29.32,63.73,45248.84,NORMAL
Lidah Buaya,71.28,19.75,75.26,49269.26,SQUINT
Bayam,12.16,32.83,27.41,27802.87,THIRSTY
Kacang Hijau,24.58,18.08,66.68,17906.99,THIRSTY
Lidah Buaya,15.72,19.81,59.29,27950.33,NORMAL
Sirih Gading,65.42,16.24,51.93,26680.85,COLD
Sirih Gading,42.8,20.57,39.8,32914.19,SQUINT
Lidah Buaya,80.96,32.51,26.45,47516.23,SICK
Lidah Buaya,95.77,26.27,41.31,41129.19,SICK
Bayam,94.03,39.14,55.45,7030.29,HOT
Kacang Hijau,4.54,29.61,76.17,14048.16,THIRSTY
Sirih Gading,66.31,24.5,81.73,17085.59,SQUINT
Kacang Hijau,58.82,34.85,11.73,24048.64,NORMAL
Kacang Hijau,77.56,35.55,30.8,48223.83,HOT
Kacang Hijau,42.75,27.61,37.94,32260.93,SQUINT
Kacang Hijau,65.68,21.71,45.05,48426.87,SQUINT
Kacang Hijau,8.22,21.63,26.53,48393.0,THIRSTY
Bayam,27.61,17.51,84.05,22182.28,COLD
Sirih Gading,8.85,24.45,53.28,30449.96,THIRSTY
Sirih Gading,12.59,16.63,90.33,45154.88,COLD
Sirih Gading,16.62,24.68,38.07,17473.71,THIRSTY
Sirih Gading,83.3,16.01,95.0,14878.54,COLD
Lidah Buaya,37.75,28.71,20.94,15854.12,NORMAL
Bayam,66.54,24.39,89.68,47827.45,SQUINT
Kacang Hijau,31.18,39.15,29.06,25307.09,HOT
Bayam,30.98,17.62,91.15,48564.87,COLD
Sirih Gading,93.78,30.07,81.41,43107.65,SICK
Sirih Gading,53.2,20.77,78.38,40451.73,SQUINT
Sirih Gading,84.65,21.63,59.71,25258.29,SQUINT
Bayam,24.47,36.85,72.07,42112.48,HOT
Sirih Gading,44.33,38.92,10.0,9312.25,HOT
Kacang Hijau,63.24,37.23,42.17,7823.84,HOT
Sirih Gading,13.37,24.7,78.52,46769.72,THIRSTY
Kacang Hijau,34.51,34.38,22.34,1505.19,NORMAL
Kacang Hijau,65.45,17.06,79.55,13662.98,COLD
Kacang Hijau,50.69,16.73,95.0,20470.6,COLD
Kacang Hijau,68.22,25.07,66.97,15761.97,NORMAL
Bayam,7.5,28.24,37.66,44782.56,THIRSTY
Bayam,53.33,21.1,33.85,42899.76,SQUINT
Kacang Hijau,54.45,35.45,12.75,287.93,HOT
Lidah Buaya,21.78,17.87,80.7,8831.17,COLD
Kacang Hijau,0.14,23.7,47.97,14990.03,THIRSTY
Lidah Buaya,61.12,18.07,68.2,49885.08,SQUINT
Kacang Hijau,2.52,20.25,79.08,17741.59,THIRSTY
Bayam,83.48,21.3,48.28,38090.26,SQUINT
Sirih Gading,13.95,29.28,74.02,28460.32,THIRSTY
Bayam,92.86,20.12,89.95,48794.67,SQUINT
Kacang Hijau,5.81,18.9,40.07,43308.81,THIRSTY
Bayam,2.31,25.16,31.44,6669.06,THIRSTY
Kacang Hijau,58.44,24.28,85.54,26916.6,SQUINT
Bayam,70.69,24.51,74.58,2006.97,NORMAL
Lidah Buaya,57.46,20.92,92.54,37966.18,NORMAL
Sirih Gading,14.88,15.58,60.24,27919.22,COLD
Kacang Hijau,38.05,38.68,34.22,8151.77,HOT
Lidah Buaya,63.15,19.14,59.24,19270.16,NORMAL
Lidah Buaya,73.04,16.45,92.47,34930.77,COLD
Lidah Buaya,57.96,23.47,47.12,36672.07,NORMAL
Sirih Gading,19.7,32.97,23.01,20637.92,THIRSTY
Sirih Gading,23.23,19.18,57.23,26740.05,SQUINT
Kacang Hijau,32.43,31.85,69.01,33824.19,SQUINT
Kacang Hijau,46.39,15.68,38.55,45461.01,COLD
Sirih Gading,36.72,35.52,10.0,27115.0,HOT
Kacang Hijau,33.35,35.07,10.0,19908.43,HOT
Kacang Hijau,53.15,18.0,81.95,14397.27,COLD
Bayam,47.34,25.79,76.8,41464.33,SQUINT
Kacang Hijau,90.1,37.2,24.47,49807.88,HOT
Sirih Gading,50.31,23.88,55.42,15796.79,SQUINT
Bayam,4.23,28.85,65.38,559.97,THIRSTY
Lidah Buaya,71.01,26.08,20.27,44241.48,NORMAL
Kacang Hijau,93.44,36.26,17.21,34454.38,HOT
Sirih Gading,52.94,26.74,67.82,19774.45,SQUINT
Kacang Hijau,80.38,22.56,63.1,6857.42,NORMAL
Lidah Buaya,32.6,27.44,46.3,32276.7,NORMAL
Lidah Buaya,88.87,27.67,52.97,19028.31,SICK
Kacang Hijau,25.05,31.82,65.54,31243.7,THIRSTY
Sirih Gading,94.93,17.67,47.71,15254.98,COLD
Lidah Buaya,5.65,30.19,38.85,33883.69,NORMAL
Bayam,79.07,25.14,59.61,34856.99,NORMAL
Bayam,72.4,38.91,54.37,9298.16,HOT
Lidah Buaya,73.29,36.23,50.04,11708.43,HOT
Kacang Hijau,90.7,38.73,60.97,49576.64,HOT
Kacang Hijau,2.06,30.03,62.02,48495.49,THIRSTY
Sirih Gading,23.66,35.89,10.0,44487.45,HOT
Bayam,87.69,32.37,30.53,39086.11,SQUINT
Bayam,67.16,33.52,49.32,19458.23,NORMAL
Kacang Hijau,31.63,21.17,77.61,5094.62,NORMAL
Bayam,74.0,36.37,29.65,31385.02,HOT
Kacang Hijau,33.7,19.24,65.02,41444.17,SQUINT
Kacang Hijau,90.61,29.29,71.86,607.84,SICK
Bayam,87.96,37.4,68.34,29002.18,HOT
Lidah Buaya,50.41,25.49,65.08,36367.68,NORMAL
Bayam,57.14,26.3,39.09,7498.85,NORMAL
Bayam,34.29,20.68,26.77,48442.97,THIRSTY
Bayam,1.1,39.75,26.36,8489.63,HOT
Sirih Gading,72.97,37.25,18.77,40550.77,HOT
Bayam,46.83,33.04,12.28,41383.56,SQUINT
Bayam,42.75,17.03,32.75,20516.88,COLD
Kacang Hijau,56.48,15.91,66.67,3285.43,COLD
Lidah Buaya,14.77,15.77,95.0,40482.62,COLD
Lidah Buaya,47.23,15.11,34.86,1464.69,COLD
Kacang Hijau,3.56,32.97,15.79,49716.52,THIRSTY
Lidah Buaya,24.34,28.92,31.48,49536.25,SQUINT
Sirih Gading,94.33,20.57,76.87,26388.61,SICK
Sirih Gading,13.5,21.28,48.02,14808.84,THIRSTY
Lidah Buaya,99.71,34.06,56.87,12969.07,SICK
Sirih Gading,69.19,34.57,71.27,7792.58,NORMAL
Bayam,93.3,23.74,86.42,12092.65,NORMAL
Lidah Buaya,84.24,28.48,70.56,20061.5,SICK
Sirih Gading,18.58,26.72,83.13,48899.67,THIRSTY
Bayam,48.4,21.82,36.64,35093.12,SQUINT
Lidah Buaya,55.38,31.06,42.79,6118.24,NORMAL
Kacang Hijau,89.41,39.6,26.75,11497.73,HOT
Sirih Gading,59.61,31.92,14.1,36979.06,SQUINT
Lidah Buaya,32.58,36.86,26.13,1754.38,HOT
Kacang Hijau,14.53,24.57,79.39,25284.84,THIRSTY
Sirih Gading,11.64,29.28,18.25,29823.73,THIRSTY
Sirih Gading,54.89,15.61,74.79,10966.02,COLD
Sirih Gading,64.28,22.61,92.39,35883.81,SQUINT
Lidah Buaya,43.98,26.11,64.48,34866.29,NORMAL
Sirih Gading,19.73,36.31,41.42,15862.76,HOT
Kacang Hijau,16.22,37.05,31.85,630.38,HOT
Bayam,22.17,26.61,69.95,10996.23,THIRSTY
Lidah Buaya,71.52,33.91,32.46,18473.94,NORMAL
Lidah Buaya,34.93,16.45,73.67,42174.12,COLD
Sirih Gading,35.64,21.03,31.45,37382.59,SQUINT
Kacang Hijau,16.62,28.36,28.64,45824.46,THIRSTY
Bayam,32.28,34.09,54.52,27274.41,THIRSTY
Bayam,21.77,22.4,41.04,6834.75,THIRSTY
Lidah Buaya,12.65,21.73,73.94,2653.64,NORMAL
Bayam,42.79,17.72,38.48,4932.87,COLD
Sirih Gading,3.34,28.43,73.7,18337.6,THIRSTY
Lidah Buaya,15.09,36.44,10.0,6255.81,HOT
Lidah Buaya,83.11,31.78,42.26,4944.54,SICK
Bayam,86.09,23.6,65.09,37660.67,SQUINT
Lidah Buaya,11.57,37.33,44.3,25546.53,HOT
Sirih Gading,78.82,38.98,49.13,35205.22,HOT
Bayam,50.9,31.97,25.72,44390.91,SQUINT
Sirih Gading,20.31,16.01,42.08,20097.6,COLD
Sirih Gading,40.93,34.28,52.37,44770.64,SQUINT
Lidah Buaya,94.71,27.46,84.67,17926.63,SICK
Bayam,55.71,25.09,69.03,42647.81,SQUINT
Lidah Buaya,15.96,27.77,42.99,44427.57,NORMAL
Lidah Buaya,56.21,27.97,70.09,49674.18,SQUINT
Bayam,46.25,27.05,19.9,20947.04,NORMAL
Bayam,19.19,30.4,25.13,32663.58,THIRSTY
Kacang Hijau,38.44,34.66,56.93,1259.67,NORMAL
Bayam,64.6,31.56,36.14,17812.41,NORMAL
Sirih Gading,85.84,29.74,44.38,47841.78,SQUINT
Kacang Hijau,94.9,39.74,45.8,7127.83,HOT
Kacang Hijau,95.76,28.51,74.32,28287.25,SICK
Kacang Hijau,38.1,36.02,18.95,40420.29,HOT
Bayam,87.93,31.4,18.79,38960.16,SQUINT
Bayam,93.8,20.93,46.31,41283.57,SQUINT
Sirih Gading,41.61,36.29,36.88,48892.68,HOT
Kacang Hijau,44.28,23.5,27.78,13052.43,NORMAL
Sirih Gading,51.35,35.37,69.98,47513.96,HOT
Bayam,20.17,37.24,50.66,21487.27,HOT
Kacang Hijau,63.27,27.35,43.62,35192.85,SQUINT
Lidah Buaya,30.06,35.15,22.97,33057.71,HOT
